439.45:1.1232,1159.38:0.4598,878.91:0.3192,439.06:0.3143,4637.50:0.2921,4638.28:0.2678,1757.42:0.2647,451.56:0.2641,427.34:0.2510,1317.97:0.2402,40.23:9.7148,40.62:4.8158,39.84:2.3774,41.02:1.8948,39.45:1.3945,41.41:1.2165,39.06:0.9535,41.80:0.8988,38.67:0.7276,42.19:0.7032,2318.75:0.4911,268.36:0.4840,2319.14:0.3963,2318.36:0.3312,268.75:0.2866,1159.38:0.2426,2317.97:0.2385,2319.92:0.2182,4637.50:0.2139,4638.28:0.1959,439.45:1.4108,891.02:1.0264,1317.97:0.9817,1159.38:0.9039,903.12:0.7565,1318.36:0.6262,878.91:0.5146,866.41:0.4696,1147.27:0.4405,439.06:0.3994,1317.97:0.5143,878.91:0.4425,4637.50:0.3875,1757.42:0.3686,4638.28:0.3311,878.52:0.3285,1318.36:0.3240,1159.38:0.2703,4638.67:0.2571,268.36:0.2570,2318.75:0.5345,1757.42:0.5105,2319.14:0.4329,439.45:0.3654,2318.36:0.3575,2196.88:0.3255,1317.97:0.3028,2317.97:0.2957,3478.52:0.2821,3478.12:0.2806,1317.97:1.6162,439.45:1.6162,878.91:1.5367,1757.42:1.4519,878.52:1.1140,1318.36:1.0186,2318.75:0.7627,1757.03:0.6672,1317.58:0.6515,1757.81:0.6440,119.92:0.3345,80.08:0.3110,39.84:0.3058,200.00:0.2365,159.77:0.2281,239.84:0.2127,40.23:0.1655,160.16:0.1546,79.69:0.1329,279.69:0.1174,439.45:0.7540,805.47:0.4505,1159.38:0.4362,1125.00:0.3771,537.11:0.3718,878.91:0.3339,268.36:0.3172,576.95:0.2889,1125.39:0.2536,878.52:0.2503
439.45:1.0960,1159.38:0.4903,439.06:0.3378,878.91:0.3036,1757.42:0.2840,878.52:0.2740,1317.97:0.2708,4639.06:0.2646,451.56:0.2486,4637.50:0.2411,40.23:9.7020,40.62:4.8853,39.84:2.3670,41.02:1.9771,39.45:1.4104,41.41:1.2172,39.06:0.9699,41.80:0.8819,42.19:0.7212,38.67:0.6916,2318.75:0.5699,268.36:0.4901,268.75:0.2749,2319.14:0.2688,1159.38:0.2599,2318.36:0.2407,2319.53:0.2211,4639.06:0.1939,439.45:0.1930,1317.97:0.1873,439.45:1.3918,1317.97:1.0859,891.02:1.0001,1159.38:0.9831,903.12:0.7287,878.91:0.5050,1318.36:0.5021,878.52:0.4827,1147.27:0.4579,866.41:0.4576,1317.97:0.5526,878.91:0.4068,1757.42:0.3919,878.52:0.3646,4639.06:0.3374,1159.38:0.2798,4637.50:0.2797,268.36:0.2618,1318.36:0.2554,2318.75:0.2306,2318.75:0.6401,1757.42:0.5369,439.45:0.3667,1317.97:0.3283,2319.14:0.3204,3478.12:0.3135,2318.36:0.2973,2196.88:0.2973,2319.53:0.2533,1159.38:0.2386,1317.97:1.7653,439.45:1.5278,1757.42:1.5079,878.91:1.4010,878.52:1.2584,2318.75:0.9021,1318.36:0.8348,1305.86:0.6617,903.12:0.5970,879.30:0.5908,119.92:0.3375,80.08:0.3116,39.84:0.3078,200.00:0.2368,159.77:0.2312,239.84:0.2157,40.23:0.1639,160.16:0.1511,79.69:0.1336,279.69:0.1201,439.45:0.7213,1159.38:0.4990,805.47:0.4461,1125.00:0.4132,537.11:0.3505,878.91:0.3178,268.36:0.3157,576.95:0.2976,878.52:0.2540,439.06:0.2417
439.45:1.0152,1159.38:0.4922,439.06:0.4305,878.52:0.3210,4637.11:0.3070,1317.97:0.2935,439.84:0.2761,4638.28:0.2652,451.56:0.2575,1757.42:0.2569,40.23:9.7928,40.62:4.7452,39.84:2.3521,41.02:1.9064,39.45:1.4297,41.41:1.1807,39.06:0.9450,41.80:0.8791,38.67:0.7314,42.19:0.6932,2318.75:0.5367,268.36:0.5085,2318.36:0.3968,2319.14:0.2857,1159.38:0.2576,268.75:0.2442,2319.53:0.2310,4637.11:0.2272,1317.97:0.1999,4638.28:0.1933,439.45:1.2661,1317.97:1.1798,1159.38:0.9699,891.02:0.8888,903.12:0.7368,878.52:0.5550,439.06:0.5531,866.41:0.5353,890.62:0.4551,915.23:0.4203,1317.97:0.5941,878.52:0.4322,4637.11:0.4053,4638.28:0.3415,1757.42:0.3378,878.91:0.3191,1159.38:0.2836,268.36:0.2661,3477.73:0.2579,2318.75:0.2166,2318.75:0.5895,1757.42:0.4887,2318.36:0.4367,3477.73:0.3651,2319.14:0.3563,1317.97:0.3462,439.45:0.3339,2319.53:0.2822,3478.91:0.2728,1757.03:0.2496,1317.97:1.9051,878.52:1.4690,439.45:1.4485,1757.42:1.3574,878.91:1.1336,2318.75:0.8340,1757.03:0.6858,1317.58:0.6675,3477.73:0.6555,2318.36:0.6151,119.92:0.3340,39.84:0.3071,80.08:0.3054,159.77:0.2366,200.00:0.2292,239.84:0.2154,40.23:0.1622,160.16:0.1433,79.69:0.1401,279.69:0.1273,439.45:0.6783,1159.38:0.4812,805.47:0.4183,1125.00:0.3957,268.36:0.3304,537.11:0.3130,439.06:0.3036,576.95:0.2844,878.52:0.2789,536.72:0.2536
439.45:1.0830,1159.38:0.5266,439.06:0.3506,1757.42:0.3236,1317.97:0.2969,4637.50:0.2955,878.91:0.2941,878.52:0.2797,451.56:0.2558,427.34:0.2249,40.23:9.7292,40.62:4.8486,39.84:2.4159,41.02:1.9187,39.45:1.4126,41.41:1.2290,39.06:0.9456,41.80:0.9117,38.67:0.7693,42.19:0.7018,2318.75:0.7123,268.36:0.5036,1159.38:0.2804,268.75:0.2690,4637.50:0.2259,2319.14:0.2142,1317.97:0.2056,2367.97:0.2029,2318.36:0.1995,439.45:0.1897,439.45:1.3742,1317.97:1.1941,1159.38:1.0658,891.02:0.9610,903.12:0.8044,878.91:0.4863,866.41:0.4798,1147.27:0.4531,878.52:0.4527,439.06:0.4482,1317.97:0.6230,1757.42:0.4380,4637.50:0.3980,878.91:0.3938,878.52:0.3832,3478.12:0.3031,1159.38:0.2938,4637.89:0.2900,2318.75:0.2852,268.36:0.2657,2318.75:0.8068,1757.42:0.6117,3478.12:0.4533,1317.97:0.3647,439.45:0.3642,2196.88:0.3328,3558.20:0.2760,1159.38:0.2518,2319.14:0.2441,3478.52:0.2222,1317.97:1.9541,1757.42:1.7001,439.45:1.4947,878.91:1.3527,878.52:1.3449,2318.75:1.1282,3478.12:0.8003,1318.36:0.7215,1305.86:0.7202,2196.88:0.6340,119.92:0.3374,80.08:0.3102,39.84:0.3073,200.00:0.2357,159.77:0.2325,239.84:0.2167,40.23:0.1621,160.16:0.1492,79.69:0.1331,279.69:0.1224,439.45:0.6970,1159.38:0.5131,1125.00:0.4655,805.47:0.4595,537.11:0.3853,878.91:0.3501,878.52:0.3371,268.36:0.3254,576.95:0.2810,1317.97:0.2625
439.45:1.1633,1159.38:0.4093,878.91:0.3831,4638.67:0.2941,4637.50:0.2805,427.34:0.2728,451.56:0.2535,1159.77:0.2379,1318.36:0.2277,891.02:0.2223,40.23:9.6641,40.62:4.8791,39.84:2.4344,41.02:1.9198,39.45:1.3847,41.41:1.2195,39.06:0.9693,41.80:0.8763,38.67:0.7100,42.19:0.7089,2319.14:0.5673,268.36:0.4567,268.75:0.3284,2319.53:0.2774,2318.75:0.2390,2318.36:0.2370,4638.67:0.2129,1159.38:0.2108,4637.50:0.2063,2317.58:0.2023,439.45:1.4762,891.02:1.0684,1318.36:0.9197,1159.38:0.8131,903.12:0.7126,1317.97:0.6858,878.91:0.6135,1159.77:0.4665,1147.27:0.4501,427.34:0.4012,878.91:0.5158,1318.36:0.4777,4637.50:0.3637,4638.67:0.3626,1317.97:0.3489,1757.42:0.2875,3478.52:0.2790,4636.72:0.2672,268.36:0.2420,1159.38:0.2394,2319.14:0.6319,3478.52:0.4132,1757.42:0.3973,439.45:0.3761,2319.53:0.3288,1757.81:0.3094,3479.30:0.2985,3478.12:0.2937,2318.36:0.2883,2196.88:0.2867,878.91:1.7959,439.45:1.6354,1318.36:1.5279,1317.97:1.1317,1757.42:1.1256,2319.14:0.9010,1757.81:0.8664,3478.52:0.7281,878.52:0.7002,1317.58:0.6579,119.92:0.3335,80.08:0.3155,39.84:0.3024,200.00:0.2446,159.77:0.2177,239.84:0.2104,40.23:0.1680,160.16:0.1659,79.69:0.1243,319.92:0.1200,439.45:0.7549,1125.39:0.4416,805.47:0.4414,878.91:0.4308,537.11:0.4016,1159.38:0.3708,268.36:0.3108,576.95:0.2879,1159.77:0.2054,41.80:0.2029
439.45:1.1284,1159.38:0.4388,878.91:0.3257,439.06:0.2920,439.84:0.2701,4639.06:0.2613,451.56:0.2574,427.34:0.2565,4637.11:0.2534,1757.42:0.2472,40.23:9.7054,40.62:4.8225,39.84:2.3629,41.02:1.9514,39.45:1.3818,41.41:1.2218,39.06:0.9477,41.80:0.8865,42.19:0.7128,38.67:0.7118,268.36:0.4797,2319.53:0.4419,2319.14:0.3315,2318.75:0.3066,268.75:0.2933,2318.36:0.2685,2317.97:0.2508,1159.38:0.2283,4639.06:0.1990,2320.31:0.1975,439.45:1.4308,891.02:1.0293,1317.97:0.8720,1159.38:0.8618,903.12:0.7192,1318.36:0.6229,1318.75:0.5937,878.91:0.5155,1147.27:0.4431,866.41:0.4291,1317.97:0.4573,878.91:0.4562,4639.06:0.3424,1318.75:0.3315,1757.42:0.3314,1318.36:0.3158,4637.11:0.2977,878.52:0.2890,1159.38:0.2562,268.36:0.2558,2319.53:0.5218,1757.42:0.4658,2318.75:0.3765,439.45:0.3748,2319.14:0.3686,3478.91:0.3319,3477.73:0.2961,2196.88:0.2908,2317.97:0.2836,1758.20:0.2762,439.45:1.6017,878.91:1.5690,1317.97:1.4015,1757.42:1.3024,878.52:1.0083,1318.36:0.9951,1318.75:0.9731,879.30:0.8319,1758.20:0.7717,2319.53:0.7333,119.92:0.3331,80.08:0.3115,39.84:0.3043,200.00:0.2383,159.77:0.2251,239.84:0.2117,40.23:0.1665,160.16:0.1567,79.69:0.1326,319.92:0.1156,439.45:0.7247,805.47:0.4608,1159.38:0.4054,537.11:0.3869,878.91:0.3539,1125.00:0.3184,268.36:0.3097,1125.78:0.2987,576.95:0.2970,1125.39:0.2460
439.45:1.1473,1159.38:0.3949,878.91:0.3651,427.34:0.2631,451.56:0.2538,1159.77:0.2359,891.02:0.2315,4638.67:0.2280,1318.36:0.2177,4636.33:0.2055,40.23:9.6290,40.62:5.0049,39.84:2.4993,41.02:1.9691,39.45:1.3729,41.41:1.2200,41.80:0.9134,39.06:0.9112,38.67:0.7487,42.19:0.7142,2319.14:0.4793,268.36:0.4611,2318.36:0.3789,268.75:0.3273,1159.38:0.2169,439.45:0.1940,2317.97:0.1915,2320.31:0.1858,878.91:0.1825,2038.28:0.1732,439.45:1.4557,891.02:1.0834,1318.36:0.8738,1159.38:0.7959,903.12:0.7182,1317.97:0.6753,878.91:0.5947,1317.58:0.5799,1159.77:0.4627,1147.27:0.4318,878.91:0.5071,1318.36:0.4366,1317.97:0.3405,4638.67:0.3250,1317.58:0.3016,4636.33:0.2979,1757.42:0.2784,4637.50:0.2783,268.36:0.2448,4639.45:0.2422,2319.14:0.5399,2318.36:0.4317,1757.42:0.3900,439.45:0.3786,1757.03:0.2999,1757.81:0.2904,1318.36:0.2695,3478.52:0.2638,2196.88:0.2601,3479.30:0.2438,878.91:1.7387,439.45:1.5951,1318.36:1.3958,1317.97:1.0927,1757.42:1.0890,1317.58:0.9475,1757.03:0.8355,1757.81:0.8024,2319.14:0.7498,878.52:0.7078,119.92:0.3354,80.08:0.3164,39.84:0.3040,200.00:0.2442,159.77:0.2190,239.84:0.2113,40.23:0.1680,160.16:0.1652,79.69:0.1236,319.92:0.1187,439.45:0.7533,537.11:0.4446,805.47:0.4363,1125.39:0.4357,878.91:0.4073,1159.38:0.3789,576.95:0.3026,268.36:0.3008,1159.77:0.2195,268.75:0.2003
439.45:0.8005,439.06:0.6648,878.52:0.4204,439.84:0.3655,1159.38:0.3403,426.95:0.2713,1158.98:0.2645,1159.77:0.2458,451.56:0.2417,4639.84:0.2317,40.23:9.9272,40.62:4.6205,39.84:2.3309,41.02:1.9142,39.45:1.4121,41.41:1.1896,39.06:0.9625,41.80:0.8509,42.19:0.6914,38.67:0.6877,268.36:0.5587,2318.36:0.4175,2317.19:0.3370,2319.14:0.3148,2317.58:0.2624,2319.53:0.2146,2320.70:0.2123,878.52:0.1953,2320.31:0.1932,1159.38:0.1760,439.45:1.0178,1317.97:0.9343,439.06:0.8516,890.62:0.7904,878.52:0.7376,1159.38:0.6635,1318.36:0.5900,1317.58:0.5550,903.12:0.5331,1158.98:0.5194,878.52:0.5400,1317.97:0.4738,268.36:0.3050,1318.36:0.3022,1757.03:0.2868,1317.58:0.2747,4639.84:0.2677,3476.56:0.2497,4635.55:0.2431,4633.98:0.2267,2318.36:0.4483,1757.03:0.4093,3476.56:0.3788,2317.19:0.3472,2319.14:0.3240,1317.97:0.2817,3478.91:0.2691,439.45:0.2631,1757.81:0.2597,2317.58:0.2452,878.52:1.8929,1317.97:1.5209,1757.03:1.1335,439.45:1.1181,1318.36:0.9735,1317.58:0.9228,439.06:0.9013,1757.81:0.7170,3476.56:0.6555,2318.36:0.6362,119.92:0.3351,39.84:0.3128,80.08:0.2965,159.77:0.2531,239.84:0.2159,200.00:0.2122,40.23:0.1555,79.69:0.1547,279.69:0.1429,160.16:0.1189,439.45:0.5348,439.06:0.4532,1125.00:0.4495,878.52:0.4221,536.72:0.3428,268.36:0.3360,1159.38:0.3281,805.47:0.3229,1158.98:0.3040,576.95:0.2838
439.45:1.1007,878.91:0.4089,1159.38:0.3093,1159.77:0.3065,427.34:0.2509,1318.36:0.2474,1158.98:0.2403,451.56:0.2300,4638.28:0.2074,4639.45:0.2008,40.23:9.5827,40.62:5.1462,39.84:2.5824,41.02:1.9736,39.45:1.4464,41.41:1.2449,39.06:0.9803,41.80:0.9131,38.67:0.8009,42.19:0.7202,2319.14:0.4837,268.36:0.4399,268.75:0.3454,2317.97:0.3369,2319.53:0.2608,2318.75:0.2320,439.45:0.2047,2318.36:0.1924,878.91:0.1864,2320.70:0.1798,439.45:1.4139,1318.36:0.9873,891.02:0.9504,878.91:0.7542,1159.38:0.6307,1159.77:0.6025,903.12:0.5688,1317.58:0.5252,1158.98:0.4830,1317.19:0.4457,878.91:0.5226,1318.36:0.4860,1757.81:0.2768,1317.58:0.2667,4639.45:0.2442,4638.28:0.2387,268.36:0.2358,439.45:0.2338,1317.19:0.2244,1317.97:0.2180,2319.14:0.4986,1757.81:0.3830,439.45:0.3761,2317.97:0.3421,1757.03:0.2951,1318.36:0.2913,2319.53:0.2807,3478.12:0.2649,3478.91:0.2592,2318.75:0.2495,878.91:1.8078,1318.36:1.5885,439.45:1.4914,1757.81:1.0694,1317.58:0.8721,1757.03:0.8489,1317.19:0.7221,2319.14:0.7053,1317.97:0.6949,1756.64:0.6623,119.92:0.3329,80.08:0.3185,39.84:0.3020,200.00:0.2466,159.77:0.2121,239.84:0.2067,160.16:0.1732,40.23:0.1713,79.69:0.1198,319.92:0.1191,439.45:0.7426,878.91:0.4257,537.11:0.4178,1125.39:0.4095,805.47:0.3778,1159.38:0.3046,576.95:0.2907,1158.98:0.2871,268.36:0.2801,1159.77:0.2649
439.45:0.9314,1159.38:0.4211,439.06:0.3970,878.52:0.3120,451.56:0.2388,440.23:0.2255,1317.97:0.2218,438.67:0.2194,878.91:0.2130,439.84:0.2097,40.23:9.6391,40.62:5.3333,39.84:2.5627,41.02:2.0694,39.45:1.3671,41.41:1.3327,39.06:1.1361,41.80:0.9165,38.67:0.8756,42.19:0.7023,268.36:0.5232,2317.97:0.3287,2320.31:0.3219,2319.92:0.2639,2316.80:0.2471,2317.58:0.2439,268.75:0.2370,2318.75:0.2276,2319.53:0.2229,1159.38:0.2123,439.45:1.2194,1317.97:0.9293,1159.38:0.9133,891.02:0.6608,878.52:0.5565,903.12:0.5486,439.06:0.5155,1317.19:0.5143,1316.80:0.4257,1318.75:0.4173,1317.97:0.4432,878.52:0.3842,268.36:0.2776,878.91:0.2761,1317.19:0.2497,4641.02:0.2428,1159.38:0.2378,4636.72:0.2304,4635.55:0.2293,1757.42:0.2254,439.45:0.3373,2320.31:0.3063,1757.42:0.3017,2317.97:0.2951,2319.92:0.2597,1317.97:0.2569,3476.17:0.2512,1758.98:0.2340,1756.64:0.2296,2317.58:0.2264,1317.97:1.4885,878.52:1.3299,439.45:1.1942,878.91:0.9440,1757.42:0.8589,1317.19:0.8352,1316.80:0.6942,1318.75:0.6822,1758.98:0.6663,1756.64:0.6383,119.92:0.3341,39.84:0.3075,80.08:0.3055,159.77:0.2361,200.00:0.2278,239.84:0.2134,40.23:0.1620,160.16:0.1424,79.69:0.1395,279.69:0.1256,439.45:0.6028,1159.38:0.4134,805.47:0.3705,537.11:0.3497,1125.00:0.3419,268.36:0.3248,576.95:0.3087,878.52:0.3023,439.06:0.2606,1125.78:0.2328
439.45:0.8337,439.06:0.5449,439.84:0.3487,878.52:0.3151,1159.77:0.3122,438.67:0.2938,1159.38:0.2641,426.95:0.2508,1158.59:0.2218,451.56:0.2191,40.23:9.7840,40.62:4.9886,39.84:2.5103,41.02:2.0069,39.45:1.4410,41.41:1.2934,41.80:0.9679,39.06:0.9356,38.67:0.8336,42.19:0.7264,268.36:0.5410,2319.14:0.3667,2317.97:0.3027,2317.58:0.2745,2318.75:0.2615,2320.70:0.2434,2317.19:0.2418,2316.80:0.2185,2319.53:0.2151,2319.92:0.2016,439.45:1.0729,1318.36:0.8611,439.06:0.6967,1159.77:0.6302,1159.38:0.5634,878.52:0.5561,1317.19:0.5405,1317.97:0.5353,890.62:0.5325,891.02:0.5300,1318.36:0.4258,878.52:0.4010,268.36:0.2863,878.91:0.2821,4640.23:0.2774,878.12:0.2717,1317.19:0.2699,1317.97:0.2649,1317.58:0.2527,4635.55:0.2254,2319.14:0.3687,439.45:0.2996,1756.64:0.2995,1757.81:0.2795,2320.70:0.2653,1757.42:0.2610,2318.75:0.2566,2317.97:0.2564,1318.36:0.2552,2317.58:0.2534,878.52:1.3828,1318.36:1.3703,439.45:1.0934,878.91:0.9619,878.12:0.9369,1317.19:0.8811,1756.64:0.8488,1317.97:0.8469,1317.58:0.8204,1757.81:0.7802,119.92:0.3371,39.84:0.3130,80.08:0.3006,159.77:0.2478,200.00:0.2163,239.84:0.2141,40.23:0.1553,79.69:0.1467,279.69:0.1360,160.16:0.1270,439.45:0.5590,1125.39:0.3814,439.06:0.3547,878.52:0.3500,268.36:0.3298,537.11:0.3290,805.47:0.3162,1159.38:0.2989,878.12:0.2833,576.95:0.2785
439.45:1.1050,878.91:0.3649,1159.38:0.3152,4637.11:0.3033,1158.98:0.2792,427.34:0.2659,451.56:0.2500,1159.77:0.2313,439.84:0.2221,4639.84:0.2166,40.23:9.5629,40.62:5.2317,39.84:2.5270,41.02:2.0158,39.45:1.4180,41.41:1.2283,39.06:0.9535,41.80:0.9298,38.67:0.7791,42.19:0.7103,268.36:0.4407,2318.36:0.3999,2319.53:0.3765,2318.75:0.3545,268.75:0.3315,2320.31:0.3107,2319.14:0.2623,4637.11:0.2228,439.45:0.1959,2317.97:0.1933,439.45:1.3986,891.02:0.9313,1318.36:0.7723,1317.58:0.6706,1159.38:0.6579,903.12:0.6275,878.91:0.5959,1158.98:0.5863,1318.75:0.5321,1317.97:0.5143,878.91:0.4785,4637.11:0.4058,1318.36:0.4027,1317.58:0.3370,1757.03:0.2869,3478.12:0.2802,1318.75:0.2741,4639.84:0.2662,1317.97:0.2509,268.36:0.2337,1757.03:0.4082,3478.12:0.4061,2319.53:0.3992,2318.36:0.3899,439.45:0.3752,2318.75:0.3519,2320.31:0.3353,2319.14:0.2881,2196.48:0.2739,1757.81:0.2365,878.91:1.6464,439.45:1.5095,1318.36:1.2616,1757.03:1.1551,1317.58:1.0944,1318.75:0.8710,1317.97:0.8355,3478.12:0.7151,1758.20:0.6844,1757.81:0.6734,119.92:0.3321,80.08:0.3154,39.84:0.3024,200.00:0.2427,159.77:0.2163,239.84:0.2074,40.23:0.1698,160.16:0.1673,79.69:0.1248,319.92:0.1168,439.45:0.7229,878.91:0.3948,1125.39:0.3816,537.11:0.3801,805.47:0.3412,1159.38:0.3337,1158.98:0.3055,576.95:0.3008,268.36:0.2873,1124.61:0.2780
439.06:0.7314,439.45:0.6970,439.84:0.4312,878.52:0.4049,1158.98:0.3071,426.95:0.2962,4637.50:0.2864,1159.77:0.2615,268.36:0.2236,440.23:0.2154,40.23:9.9437,40.62:4.6712,39.84:2.2924,41.02:1.9924,39.45:1.3807,41.41:1.2378,39.06:0.9651,41.80:0.9011,38.67:0.8553,42.19:0.6759,268.36:0.5754,2319.92:0.2918,2317.58:0.2825,2318.36:0.2808,2320.31:0.2678,2317.97:0.2493,2318.75:0.2439,2319.53:0.2180,2319.14:0.2129,4637.50:0.2019,439.06:0.9317,439.45:0.8960,890.62:0.7812,1318.36:0.6915,1317.58:0.6681,1158.98:0.6528,878.52:0.6369,1317.97:0.5853,1159.77:0.5581,439.84:0.5488,878.52:0.5176,1318.36:0.3669,4637.50:0.3455,1317.58:0.3316,268.36:0.3103,1317.97:0.2921,3478.12:0.2348,1319.14:0.2298,1757.03:0.2172,4637.89:0.1960,3478.12:0.3693,1757.03:0.3161,2319.92:0.3118,2318.36:0.2880,2317.58:0.2876,2320.31:0.2774,2317.97:0.2672,1758.59:0.2575,2318.75:0.2493,439.06:0.2479,878.52:1.7608,1318.36:1.1555,1317.58:1.0938,439.06:0.9827,1317.97:0.9521,439.45:0.9213,1757.03:0.8914,1758.59:0.7143,1319.14:0.7051,1756.25:0.6546,119.92:0.3374,39.84:0.3162,80.08:0.2937,159.77:0.2599,239.84:0.2165,200.00:0.2053,79.69:0.1585,40.23:0.1493,279.69:0.1486,199.61:0.1251,439.06:0.5207,439.45:0.4538,536.72:0.4033,878.52:0.4019,1125.00:0.4002,1158.98:0.3632,268.36:0.3330,1125.39:0.3199,1124.61:0.2750,439.84:0.2564
439.45:1.0318,439.06:0.4123,1159.38:0.3975,439.84:0.3229,878.52:0.2757,451.56:0.2560,1158.98:0.2530,878.91:0.2407,427.34:0.2262,4636.72:0.2201,40.23:9.7529,40.62:4.7859,39.84:2.3728,41.02:1.9836,39.45:1.4543,41.41:1.2389,39.06:0.9720,41.80:0.9047,38.67:0.7219,42.19:0.7097,2318.36:0.5320,268.36:0.4970,2320.31:0.2788,2319.14:0.2604,2319.53:0.2572,268.75:0.2489,1159.38:0.2051,2319.92:0.1813,439.45:0.1740,2321.09:0.1689,439.45:1.3076,1317.97:0.8637,1159.38:0.7933,891.02:0.7906,1317.58:0.7231,903.12:0.5926,1158.98:0.5338,439.06:0.5260,891.41:0.5095,866.41:0.4341,1317.97:0.4370,1317.58:0.3742,878.52:0.3660,878.91:0.3165,268.36:0.2721,1757.03:0.2673,4636.72:0.2579,879.30:0.2468,4639.06:0.2409,1159.38:0.2406,2318.36:0.5770,1757.03:0.3817,439.45:0.3437,1757.42:0.3096,3479.69:0.3050,1757.81:0.3001,3477.73:0.2904,2320.31:0.2841,2319.14:0.2798,2319.53:0.2749,439.45:1.4214,1317.97:1.3943,878.52:1.2624,1317.58:1.2013,878.91:1.0984,1757.03:1.0519,1757.42:0.8648,879.30:0.8417,1757.81:0.8379,2318.36:0.8077,119.92:0.3334,80.08:0.3068,39.84:0.3067,159.77:0.2333,200.00:0.2303,239.84:0.2131,40.23:0.1640,160.16:0.1458,79.69:0.1393,279.69:0.1229,439.45:0.6889,1159.38:0.4127,805.47:0.3886,537.11:0.3792,1125.00:0.3650,1124.61:0.3312,878.52:0.3240,576.95:0.3053,268.36:0.2876,1158.98:0.2721
439.45:1.1047,1159.38:0.4135,439.84:0.3284,878.91:0.3077,4639.06:0.2882,439.06:0.2818,4638.28:0.2584,4637.89:0.2522,451.56:0.2501,427.34:0.2319,40.23:9.6652,40.62:4.9378,39.84:2.3865,41.02:1.9947,39.45:1.3303,41.41:1.2399,39.06:0.9888,41.80:0.8882,42.19:0.7208,38.67:0.6610,2319.53:0.6515,268.36:0.4691,268.75:0.2898,2318.36:0.2616,2318.75:0.2457,1159.38:0.2110,4639.06:0.1957,4638.28:0.1930,439.45:0.1911,4637.89:0.1874,439.45:1.3979,891.02:0.9244,1159.38:0.8398,1317.97:0.7907,1318.75:0.7076,903.12:0.6803,1318.36:0.5106,878.91:0.4758,891.41:0.4113,1317.58:0.4081,878.91:0.4252,1317.97:0.4000,1318.75:0.3962,4639.06:0.3746,3478.91:0.3486,4638.28:0.3131,4637.89:0.2976,879.30:0.2874,878.52:0.2841,1757.42:0.2677,2319.53:0.7375,3478.91:0.5156,1757.42:0.3756,439.45:0.3700,1758.20:0.3328,2318.36:0.2807,3558.98:0.2554,2185.16:0.2457,2318.75:0.2438,1317.97:0.2341,439.45:1.5314,878.91:1.4400,1317.97:1.2556,1318.75:1.1959,1757.42:1.0556,2319.53:1.0089,879.30:1.0000,878.52:0.9564,1758.20:0.9176,3478.91:0.9081,119.92:0.3355,80.08:0.3125,39.84:0.3047,200.00:0.2393,159.77:0.2252,239.84:0.2130,40.23:0.1640,160.16:0.1550,79.69:0.1291,319.92:0.1162,439.45:0.7178,1159.38:0.4055,805.47:0.3965,537.11:0.3905,1125.78:0.3594,576.95:0.3250,878.91:0.3147,268.36:0.2861,1125.00:0.2696,1125.39:0.2386
439.45:1.0879,1159.38:0.4198,878.91:0.3174,4638.28:0.3028,439.06:0.2649,451.56:0.2568,427.34:0.2508,1757.42:0.2209,4637.50:0.2170,438.67:0.2131,40.23:9.6900,40.62:4.9005,39.84:2.4911,41.02:1.9586,39.45:1.3770,41.41:1.2294,39.06:0.9631,41.80:0.8888,38.67:0.7448,42.19:0.7054,268.36:0.4689,2319.14:0.4028,2319.53:0.3759,2318.36:0.3601,268.75:0.2908,2318.75:0.2594,1159.38:0.2128,4638.28:0.2098,2320.31:0.1872,2321.09:0.1846,439.45:1.3674,891.02:0.9349,1159.38:0.8550,1317.97:0.7879,903.12:0.7136,1318.36:0.6365,1317.58:0.5751,878.91:0.5370,4638.28:0.4093,1159.77:0.4054,878.91:0.4368,1317.97:0.4042,4638.28:0.3806,1318.36:0.3420,1317.58:0.2981,1757.42:0.2786,4637.50:0.2756,878.52:0.2687,3478.91:0.2657,268.36:0.2550,2319.14:0.4539,2319.53:0.4292,2318.36:0.4073,1757.42:0.4061,3478.91:0.3872,439.45:0.3563,1757.81:0.3142,1757.03:0.2700,2197.27:0.2629,1317.97:0.2521,439.45:1.5223,878.91:1.5000,1317.97:1.2993,1757.42:1.1201,1318.36:1.0654,1317.58:0.9513,878.52:0.9173,1757.81:0.8612,1757.03:0.7487,878.12:0.7342,119.92:0.3329,80.08:0.3114,39.84:0.3042,200.00:0.2376,159.77:0.2245,239.84:0.2112,40.23:0.1679,160.16:0.1584,79.69:0.1309,319.92:0.1145,439.45:0.7322,537.11:0.3958,805.47:0.3913,1159.38:0.3866,878.91:0.3493,1125.39:0.3414,576.95:0.3248,268.36:0.2777,878.52:0.2612,1124.61:0.2423
